State,Year,Crime Type,Value
chandigarh,2013,Assault against modesty of women,26
d&n haveli,2013,Assault against modesty of women,1
daman & diu,2013,Assault against modesty of women,0
delhi ut,2013,Assault against modesty of women,916
lakshadweep,2013,Assault against modesty of women,0
puducherry,2013,Assault against modesty of women,8
andhra pradesh,2014,Assault against modesty of women,1072
arunachal pradesh,2014,Assault against modesty of women,21
assam,2014,Assault against modesty of women,458
bihar,2014,Assault against modesty of women,271
chhattisgarh,2014,Assault against modesty of women,649
goa,2014,Assault against modesty of women,50
gujarat,2014,Assault against modesty of women,405
haryana,2014,Assault against modesty of women,599
himachal pradesh,2014,Assault against modesty of women,159
jammu & kashmir,2014,Assault against modesty of women,242
jharkhand,2014,Assault against modesty of women,114
karnataka,2014,Assault against modesty of women,253
kerala,2014,Assault against modesty of women,980
madhya pradesh,2014,Assault against modesty of women,3163
maharashtra,2014,Assault against modesty of women,4052
manipur,2014,Assault against modesty of women,5
meghalaya,2014,Assault against modesty of women,0
mizoram,2014,Assault against modesty of women,53
nagaland,2014,Assault against modesty of women,5
odisha,2014,Assault against modesty of women,802
punjab,2014,Assault against modesty of women,344
rajasthan,2014,Assault against modesty of women,727
sikkim,2014,Assault against modesty of women,14
tamil nadu,2014,Assault against modesty of women,46
telangana,2014,Assault against modesty of women,620
tripura,2014,Assault against modesty of women,82
uttar pradesh,2014,Assault against modesty of women,4435
uttarakhand,2014,Assault against modesty of women,22
west bengal,2014,Assault against modesty of women,1045
a & n islands,2014,Assault against modesty of women,18
chandigarh,2014,Assault against modesty of women,31
d&n haveli,2014,Assault against modesty of women,0
daman & diu,2014,Assault against modesty of women,3
delhi ut,2014,Assault against modesty of women,1186
lakshadweep,2014,Assault against modesty of women,0
puducherry,2014,Assault against modesty of women,12
andhra pradesh,2015,Assault against modesty of women,1070
arunachal pradesh,2015,Assault against modesty of women,15
assam,2015,Assault against modesty of women,499
bihar,2015,Assault against modesty of women,78
chhattisgarh,2015,Assault against modesty of women,507
goa,2015,Assault against modesty of women,58
gujarat,2015,Assault against modesty of women,536
haryana,2015,Assault against modesty of women,688
himachal pradesh,2015,Assault against modesty of women,99
jammu & kashmir,2015,Assault against modesty of women,244
jharkhand,2015,Assault against modesty of women,531
karnataka,2015,Assault against modesty of women,535
kerala,2015,Assault against modesty of women,1145
madhya pradesh,2015,Assault against modesty of women,2559
maharashtra,2015,Assault against modesty of women,4751
manipur,2015,Assault against modesty of women,2
meghalaya,2015,Assault against modesty of women,22
mizoram,2015,Assault against modesty of women,53
nagaland,2015,Assault against modesty of women,6
odisha,2015,Assault against modesty of women,886
punjab,2015,Assault against modesty of women,400
rajasthan,2015,Assault against modesty of women,649
sikkim,2015,Assault against modesty of women,5
tamil nadu,2015,Assault against modesty of women,197
telangana,2015,Assault against modesty of women,620
tripura,2015,Assault against modesty of women,28
uttar pradesh,2015,Assault against modesty of women,5925
uttarakhand,2015,Assault against modesty of women,51
west bengal,2015,Assault against modesty of women,674
a & n islands,2015,Assault against modesty of women,23
chandigarh,2015,Assault against modesty of women,22
d&n haveli,2015,Assault against modesty of women,0
daman & diu,2015,Assault against modesty of women,3
delhi ut,2015,Assault against modesty of women,1150
lakshadweep,2015,Assault against modesty of women,0
puducherry,2015,Assault against modesty of women,10
andhra pradesh,2016,Assault against modesty of women,1305
arunachal pradesh,2016,Assault against modesty of women,4
assam,2016,Assault against modesty of women,677
bihar,2016,Assault against modesty of women,124
chhattisgarh,2016,Assault against modesty of women,244
goa,2016,Assault against modesty of women,41
gujarat,2016,Assault against modesty of women,473
haryana,2016,Assault against modesty of women,699
himachal pradesh,2016,Assault against modesty of women,114
jammu & kashmir,2016,Assault against modesty of women,253
jharkhand,2016,Assault against modesty of women,373
karnataka,2016,Assault against modesty of women,703
kerala,2016,Assault against modesty of women,1273
madhya pradesh,2016,Assault against modesty of women,3128
maharashtra,2016,Assault against modesty of women,4057
manipur,2016,Assault against modesty of women,15
meghalaya,2016,Assault against modesty of women,20
mizoram,2016,Assault against modesty of women,44
nagaland,2016,Assault against modesty of women,6
odisha,2016,Assault against modesty of women,979
punjab,2016,Assault against modesty of women,325
rajasthan,2016,Assault against modesty of women,483
sikkim,2016,Assault against modesty of women,8
tamil nadu,2016,Assault against modesty of women,115
telangana,2016,Assault against modesty of women,859
tripura,2016,Assault against modesty of women,52
uttar pradesh,2016,Assault against modesty of women,9422
uttarakhand,2016,Assault against modesty of women,35
west bengal,2016,Assault against modesty of women,663
a & n islands,2016,Assault against modesty of women,15
chandigarh,2016,Assault against modesty of women,26
d&n haveli,2016,Assault against modesty of women,0
daman & diu,2016,Assault against modesty of women,0
delhi ut,2016,Assault against modesty of women,796
lakshadweep,2016,Assault against modesty of women,0
puducherry,2016,Assault against modesty of women,13
andhra pradesh,2017,Assault against modesty of women,1998
arunachal pradesh,2017,Assault against modesty of women,5
assam,2017,Assault against modesty of women,108
bihar,2017,Assault against modesty of women,1
chhattisgarh,2017,Assault against modesty of women,144
goa,2017,Assault against modesty of women,31
gujarat,2017,Assault against modesty of women,17
haryana,2017,Assault against modesty of women,179
himachal pradesh,2017,Assault against modesty of women,52
jammu & kashmir,2017,Assault against modesty of women,41
jharkhand,2017,Assault against modesty of women,104
karnataka,2017,Assault against modesty of women,212
kerala,2017,Assault against modesty of women,421
madhya pradesh,2017,Assault against modesty of women,277
maharashtra,2017,Assault against modesty of women,919
manipur,2017,Assault against modesty of women,8
meghalaya,2017,Assault against modesty of women,21
mizoram,2017,Assault against modesty of women,2
nagaland,2017,Assault against modesty of women,0
odisha,2017,Assault against modesty of women,490
punjab,2017,Assault against modesty of women,22
rajasthan,2017,Assault against modesty of women,24
sikkim,2017,Assault against modesty of women,7
tamil nadu,2017,Assault against modesty of women,9
telangana,2017,Assault against modesty of women,1160
tripura,2017,Assault against modesty of women,9
uttar pradesh,2017,Assault against modesty of women,91
uttarakhand,2017,Assault against modesty of women,4
west bengal,2017,Assault against modesty of women,448
a & n islands,2017,Assault against modesty of women,11
chandigarh,2017,Assault against modesty of women,12
d&n haveli,2017,Assault against modesty of women,0
daman & diu,2017,Assault against modesty of women,1
delhi ut,2017,Assault against modesty of women,619
lakshadweep,2017,Assault against modesty of women,0
puducherry,2017,Assault against modesty of women,4
andhra pradesh,2018,Assault against modesty of women,1802
arunachal pradesh,2018,Assault against modesty of women,12
assam,2018,Assault against modesty of women,171
bihar,2018,Assault against modesty of women,30
chhattisgarh,2018,Assault against modesty of women,184
goa,2018,Assault against modesty of women,26
gujarat,2018,Assault against modesty of women,12
haryana,2018,Assault against modesty of women,192
himachal pradesh,2018,Assault against modesty of women,78
jammu & kashmir,2018,Assault against modesty of women,25
jharkhand,2018,Assault against modesty of women,37
karnataka,2018,Assault against modesty of women,138
kerala,2018,Assault against modesty of women,461
madhya pradesh,2018,Assault against modesty of women,270
maharashtra,2018,Assault against modesty of women,1074
manipur,2018,Assault against modesty of women,8
meghalaya,2018,Assault against modesty of women,16
mizoram,2018,Assault against modesty of women,1
nagaland,2018,Assault against modesty of women,5
odisha,2018,Assault against modesty of women,506
punjab,2018,Assault against modesty of women,19
rajasthan,2018,Assault against modesty of women,34
sikkim,2018,Assault against modesty of women,5
tamil nadu,2018,Assault against modesty of women,14
telangana,2018,Assault against modesty of women,878
tripura,2018,Assault against modesty of women,6
uttar pradesh,2018,Assault against modesty of women,17
uttarakhand,2018,Assault against modesty of women,8
west bengal,2018,Assault against modesty of women,391
a & n islands,2018,Assault against modesty of women,4
chandigarh,2018,Assault against modesty of women,3
d&n haveli,2018,Assault against modesty of women,2
daman & diu,2018,Assault against modesty of women,1
delhi ut,2018,Assault against modesty of women,552
lakshadweep,2018,Assault against modesty of women,1
puducherry,2018,Assault against modesty of women,9
andhra pradesh,2019,Assault against modesty of women,1892
arunachal pradesh,2019,Assault against modesty of women,6
assam,2019,Assault against modesty of women,385
bihar,2019,Assault against modesty of women,11
chhattisgarh,2019,Assault against modesty of women,232
goa,2019,Assault against modesty of women,37
gujarat,2019,Assault against modesty of women,16
haryana,2019,Assault against modesty of women,173
himachal pradesh,2019,Assault against modesty of women,72
jammu & kashmir,2019,Assault against modesty of women,15
jharkhand,2019,Assault against modesty of women,7
karnataka,2019,Assault against modesty of women,107
kerala,2019,Assault against modesty of women,435
madhya pradesh,2019,Assault against modesty of women,174
maharashtra,2019,Assault against modesty of women,1074
manipur,2019,Assault against modesty of women,7
meghalaya,2019,Assault against modesty of women,18
mizoram,2019,Assault against modesty of women,0
nagaland,2019,Assault against modesty of women,1
odisha,2019,Assault against modesty of women,536
punjab,2019,Assault against modesty of women,35
